,url,store,name,price,item_id,description,allergin_info,Form,entry_date,product_format,product_measurement_metric,product_measurement_numeric,bulk_sales_type,bulk_sales_numeric,serving_size_metric,serving_size_numeric
174,https://abbottstore.com/pediasure-reduced-calorie-vanilla-8-fl-oz-bottle-case-of-24-67612.html,Abbott,PediaSure Reduced Calorie,45.99,67612,"PediaSure Reduced Calorie* helps support the growth of children requiring complete, low-calorie oral feeding or tube feeding.
* 37% fewer Calories than PediaSure Grow & Gain. Calorie content has been reduced from 240 to 150 Calories per 8 fl oz",Contains milk and soy ingredients.,Shake,6/05/2020 12:54,bottle,fl oz,8,Case,24,fl,8
491,https://abbottstore.com/pediasure-reduced-calorie-vanilla-8-fl-oz-bottle-case-of-24-67612.html,Abbott,PediaSure Reduced Calorie,45.99,67612,"PediaSure Reduced Calorie* helps support the growth of children requiring complete, low-calorie oral feeding or tube feeding.
* 37% fewer Calories than PediaSure Grow & Gain. Calorie content has been reduced from 240 to 150 Calories per 8 fl oz",Contains milk and soy ingredients.,Shake,6/05/2020 14:30,bottle,fl oz,8,Case,24,Includes,*
188,https://abbottstore.com/freestyle-precision-neo-data-cable-1-cable-213732.html,Abbott,Data Cable For FreeStyle Precision Neo and FreeStyle Libre 14 day Systems,9.99,213732,"Enables electronic data upload from FreeStyle Precison Neo and FreeStyle Libre 14 day Flash Glucose Monitoring systems. Using this data cable and any compatible health management system, you can upload your glucose results to create graphs and reports supporting an effective diabetes management program.

Software downloads are available at no charge at www.myfreestyle.com. Check system requirements before ordering.

Quantity: 1 data cable
Dimensions: L=36"" x W=0.14"" x H=0.14""
Indications and Important Safety Information
FreeStyle Libre 14 day system: The FreeStyle Libre 14 day Flash Glucose Monitoring System is a continuous glucose monitoring (CGM) device indicated for the management of diabetes in persons age 18 and older. It is designed to replace blood glucose testing for diabetes treatment decisions. The System detects trends and tracks patterns aiding in the detection of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments. Interpretation of the System readings should be based on the glucose trends and several sequential readings over time. The System is intended for single patient use and requires a prescription.
CONTRAINDICATIONS:Remove the sensor before MRI, CT scan, X-ray, or diathermy treatment.
WARNINGS/LIMITATIONS:Do not ignore symptoms that may be due to low or high blood glucose, hypoglycemic unawareness, or dehydration. Check sensor glucose readings with a blood glucose meter when Check Blood Glucose symbol appears, when symptoms do not match system readings, or when readings are suspected to be inaccurate. The FreeStyle Libre 14 day system does not have alarms unless the sensor is scanned, and the system contains small parts that may be dangerous if swallowed. The FreeStyle Libre 14 day system is not approved for pregnant women, persons on dialysis, or critically-ill population. Sensor placement is not approved for sites other than the back of the arm and standard precautions for transmission of blood borne pathogens should be taken. The built-in blood glucose meter is not for use on dehydrated, hypotensive, in shock, hyperglycemic-hyperosmolar state, with or without ketosis, neonates, critically-ill patients, or for diagnosis or screening of diabetes. When using FreeStyle LibreLink app, access to a blood glucose monitoring system is required as the app does not provide one. Review all product information before use or contact Abbott Toll Free (855-632-8658) (or visit www.freestylelibre.us) for detailed indications for use and safety information.
For full indications for use and safety information,see more here.

FreeStyle, Libre, and related brand marks are trademarks of Abbott Diabetes Care Inc. in various jurisdictions. Other trademarks are the property of their respective owners.",,,6/05/2020 12:54,Pack,,1-Pack,,,,
509,https://abbottstore.com/freestyle-precision-neo-data-cable-1-cable-213732.html,Abbott,Data Cable For FreeStyle Precision Neo and FreeStyle Libre 14 day Systems,9.99,213732,"Enables electronic data upload from FreeStyle Precison Neo and FreeStyle Libre 14 day Flash Glucose Monitoring systems. Using this data cable and any compatible health management system, you can upload your glucose results to create graphs and reports supporting an effective diabetes management program.

Software downloads are available at no charge at www.myfreestyle.com. Check system requirements before ordering.

Quantity: 1 data cable
Dimensions: L=36"" x W=0.14"" x H=0.14""
Indications and Important Safety Information
FreeStyle Libre 14 day system: The FreeStyle Libre 14 day Flash Glucose Monitoring System is a continuous glucose monitoring (CGM) device indicated for the management of diabetes in persons age 18 and older. It is designed to replace blood glucose testing for diabetes treatment decisions. The System detects trends and tracks patterns aiding in the detection of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments. Interpretation of the System readings should be based on the glucose trends and several sequential readings over time. The System is intended for single patient use and requires a prescription.
CONTRAINDICATIONS:Remove the sensor before MRI, CT scan, X-ray, or diathermy treatment.
WARNINGS/LIMITATIONS:Do not ignore symptoms that may be due to low or high blood glucose, hypoglycemic unawareness, or dehydration. Check sensor glucose readings with a blood glucose meter when Check Blood Glucose symbol appears, when symptoms do not match system readings, or when readings are suspected to be inaccurate. The FreeStyle Libre 14 day system does not have alarms unless the sensor is scanned, and the system contains small parts that may be dangerous if swallowed. The FreeStyle Libre 14 day system is not approved for pregnant women, persons on dialysis, or critically-ill population. Sensor placement is not approved for sites other than the back of the arm and standard precautions for transmission of blood borne pathogens should be taken. The built-in blood glucose meter is not for use on dehydrated, hypotensive, in shock, hyperglycemic-hyperosmolar state, with or without ketosis, neonates, critically-ill patients, or for diagnosis or screening of diabetes. When using FreeStyle LibreLink app, access to a blood glucose monitoring system is required as the app does not provide one. Review all product information before use or contact Abbott Toll Free (855-632-8658) (or visit www.freestylelibre.us) for detailed indications for use and safety information.
For full indications for use and safety information,see more here.

FreeStyle, Libre, and related brand marks are trademarks of Abbott Diabetes Care Inc. in various jurisdictions. Other trademarks are the property of their respective owners.",,,6/05/2020 14:30,Pack,,1-Pack,,,,
186,https://abbottstore.com/freestyle-lancets-100-pack-1300170.html,Abbott,FreeStyle Lancets,15.49,1300170,"FreeStyle Lancets are made from very thin, 28 gauge, sterilized stainless steel that delivers a safe lancing experience. For use with FreeStyle Lancing Device I or II and fits almost all other lancing devices.
Quantity: 100 FreeStyle Lancets included in each box.Dimensions: L=2.36"" x W=2.0"" x H=3.94""Weight: 13 ounces

FreeStyle, Libre, and related brand marks are trademarks of Abbott Diabetes Care Inc. in various jurisdictions. Other trademarks are the property of their respective owners.",,,6/05/2020 12:54,,,100-pack,,,,
505,https://abbottstore.com/freestyle-lancets-100-pack-1300170.html,Abbott,FreeStyle Lancets,15.49,1300170,"FreeStyle Lancets are made from very thin, 28 gauge, sterilized stainless steel that delivers a safe lancing experience. For use with FreeStyle Lancing Device I or II and fits almost all other lancing devices.
Quantity: 100 FreeStyle Lancets included in each box.Dimensions: L=2.36"" x W=2.0"" x H=3.94""Weight: 13 ounces

FreeStyle, Libre, and related brand marks are trademarks of Abbott Diabetes Care Inc. in various jurisdictions. Other trademarks are the property of their respective owners.",,,6/05/2020 14:30,,,100-pack,,,,
185,https://abbottstore.com/freestyle-brand-control-solution-2-pack-1400204.html,Abbott,FreeStyle Control Solution,14.99,1400204,"FreeStyle Control Solution allows you to perform quality control checks to ensure your meter and test strips are working properly.
For use with FreeStyle Freedom, FreeStyle Freedom Lite, FreeStyle Lite and FreeStyle Insulinx meters. (For FreeStyle Precision Neo and Precision Xtra meters, use MediSense Control Solution)
Quantity: 1 box contains 2 vials of 4.0 mLDimensions: L=1.6""x W=1.06"" x H=2.5""

FreeStyle, Libre, and related brand marks are trademarks of Abbott Diabetes Care Inc. in various jurisdictions.Precision and related brand marks are trademarks of the Abbott Group of Companies in various jurisdictions. Other trademarks are the property of their respective owners.",,,6/05/2020 12:54,,ml,4,Pack,2-Pack,,
502,https://abbottstore.com/freestyle-brand-control-solution-2-pack-1400204.html,Abbott,FreeStyle Control Solution,14.99,1400204,"FreeStyle Control Solution allows you to perform quality control checks to ensure your meter and test strips are working properly.
For use with FreeStyle Freedom, FreeStyle Freedom Lite, FreeStyle Lite and FreeStyle Insulinx meters. (For FreeStyle Precision Neo and Precision Xtra meters, use MediSense Control Solution)
Quantity: 1 box contains 2 vials of 4.0 mLDimensions: L=1.6""x W=1.06"" x H=2.5""

FreeStyle, Libre, and related brand marks are trademarks of Abbott Diabetes Care Inc. in various jurisdictions.Precision and related brand marks are trademarks of the Abbott Group of Companies in various jurisdictions. Other trademarks are the property of their respective owners.",,,6/05/2020 14:30,,ml,4,Pack,2-Pack,,
71,https://abbottstore.com/similac-sensitive-powder-1-41-lb-simplepac-case-of-6-5081776.html,Abbott,Similac Sensitive Infant Formula  Powder,172.49,5081776,"Complete Nutrition for Sensitive Tummies, featuring OptiGRO, an exclusive blend of brain & eye nourishing nutrients for babys development.
 For fussiness and gas due to lactose sensitivity* (*Typical Value 0.1g lactose/100 kcal compared to Similac Advance, 11g lactose /100 kcal)
 Easy to digest, milk-based
 Features OptiGRO, an exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E
*Not for infants with galactosemia.",Contains milk ingredients.,Powder,6/05/2020 12:54,container,lb,1.41,Case,6,Cal,100
386,https://abbottstore.com/similac-sensitive-powder-1-41-lb-simplepac-case-of-6-5081776.html,Abbott,Similac Sensitive Infant Formula  Powder,172.49,5081776,"Complete Nutrition for Sensitive Tummies, featuring OptiGRO, an exclusive blend of brain & eye nourishing nutrients for babys development.
 For fussiness and gas due to lactose sensitivity* (*Typical Value 0.1g lactose/100 kcal compared to Similac Advance, 11g lactose /100 kcal)
 Easy to digest, milk-based
 Features OptiGRO, an exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E
*Not for infants with galactosemia.",Contains milk ingredients.,Powder,6/05/2020 14:30,container,lb,1.41,Case,6,mL,1000
59,https://abbottstore.com/similac-soy-isomil-powder-1-45-lb-simplepac-case-of-6-5081978.html,Abbott,Similac Soy Isomil Infant Formula Powder,175.49,5081978,"Soy Based formula for infants who need cow's milk-free nutrition. Similac Soy Isomil features OptiGRO, an exclusive blend of brain & eye nourishing nutrients for babys development.
 Lactose-free; suitable for infants with galactosemia
 Easy to digest
 Suitable for infants and children of vegetarian families
 Features OptiGRO, an exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E
Soy formulas are not recommended for premature infants with birth weights less than 1800 g",Contains soy ingredients.,Powder,6/05/2020 12:54,container,lb,1.45,Case,6,Cal,100
376,https://abbottstore.com/similac-soy-isomil-powder-1-45-lb-simplepac-case-of-6-5081978.html,Abbott,Similac Soy Isomil Infant Formula Powder,175.49,5081978,"Soy Based formula for infants who need cow's milk-free nutrition. Similac Soy Isomil features OptiGRO, an exclusive blend of brain & eye nourishing nutrients for babys development.
 Lactose-free; suitable for infants with galactosemia
 Easy to digest
 Suitable for infants and children of vegetarian families
 Features OptiGRO, an exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E
Soy formulas are not recommended for premature infants with birth weights less than 1800 g",Contains soy ingredients.,Powder,6/05/2020 14:30,container,lb,1.45,Case,6,Nutrient,*
